nation_A,nation_B,distance_AB
PH,SK,9903.00000414557
SK,ZA,8607.508158583933
ZA,SK,8607.508158583933
SK,LC,8166.323165881346
LC,SK,8166.323165881346
SK,ST,433.5054340597697
ST,SK,433.5054340597697
SK,MO,8234.909174635724
MO,SK,8234.909174635724
SK,TT,8407.876663920211
TT,SK,8407.876663920211
SK,GR,1101.682610114075
GR,SK,1101.682610114075
SK,BJ,4634.111664351964
BJ,SK,4634.111664351964
SK,SR,8604.090521990936
SR,SK,8604.090521990936
SK,ID,10835.370001889998
ID,SK,10835.370001889998
SK,AO,416.2533264061837
AO,SK,416.2533264061837
SK,TW,8837.947190158813
TW,SK,8837.947190158813
SK,JP,8845.059844249925
JP,SK,8845.059844249925
SK,KH,8558.174188008794
KH,SK,8558.174188008794
SK,MD,7253.250619478967
MD,SK,7253.250619478967
SK,SA,3246.922559428646
SA,SK,3246.922559428646
SK,BY,777.0888077734561
BY,SK,777.0888077734561
SK,SN,4902.170253427458
SN,SK,4902.170253427458
SK,TN,1852.6357437738764
TN,SK,1852.6357437738764
SK,CW,1733.1868336786315
CW,SK,1733.1868336786315
SK,CU,8834.19050852807
CU,SK,8834.19050852807
SK,EG,2637.2059297368296
EG,SK,2637.2059297368296
SK,CR,815.4909274924074
CR,SK,815.4909274924074
SK,ES,2196.7610401758125
ES,SK,2196.7610401758125
SK,HR,398.7003287889275
HR,SK,398.7003287889275
SK,AT,416.2533264061837
AT,SK,416.2533264061837
SK,NO,1465.8826080189428
NO,SK,1465.8826080189428
SK,GT,10105.18170709244
GT,SK,10105.18170709244
SK,NI,1925.9663755798783
NI,SK,1925.9663755798783
SK,KZ,3367.996919238065
KZ,SK,3367.996919238065
SK,AG,7963.957925397948
AG,SK,7963.957925397948
SK,VC,1894.76449583642
VC,SK,1894.76449583642
SK,BA,513.2153302980868
BA,SK,513.2153302980868
SK,PK,4786.7962189204645
PK,SK,4786.7962189204645
SK,EC,10768.14390195878
EC,SK,10768.14390195878
SK,UZ,3548.548941298152
UZ,SK,3548.548941298152
SK,MA,2979.4024188745507
MA,SK,2979.4024188745507
SK,PR,394.5172450779327
PR,SK,394.5172450779327
SK,DE,698.3340703423991
DE,SK,698.3340703423991
SK,DO,8418.78971410186
DO,SK,8418.78971410186
SK,TG,4754.133382996236
TG,SK,4754.133382996236
SK,PY,11066.378434484885
PY,SK,11066.378434484885
SK,MZ,7691.047409031306
MZ,SK,7691.047409031306
SK,NL,1059.285541768969
NL,SK,1059.285541768969
SK,GY,8733.020663786696
GY,SK,8733.020663786696
SK,JM,8997.164428195661
JM,SK,8997.164428195661
SK,CI,5090.326927385065
CI,SK,5090.326927385065
SK,SE,1257.9812522353532
SE,SK,1257.9812522353532
SK,RW,5710.970745971908
RW,SK,5710.970745971908
SK,CL,12637.07842816644
CL,SK,12637.07842816644
SK,CG,5493.464717766866
CG,SK,5493.464717766866
SK,BO,11018.251125976924
BO,SK,11018.251125976924
SK,LS,7924.062034188731
LS,SK,7924.062034188731
SK,FJ,16144.503651888816
FJ,SK,16144.503651888816
SK,VN,8835.510507412577
VN,SK,8835.510507412577
SK,AW,589.714257860388
AW,SK,589.714257860388
SK,CA,6956.371618452307
CA,SK,6956.371618452307
SK,AR,12463.40116378386
AR,SK,12463.40116378386
SK,UY,11723.710056740172
UY,SK,11723.710056740172
MM,IS,9364.03292005676
IS,MM,9364.03292005676
MM,GD,15950.033739233058
GD,MM,15950.033739233058
MM,FI,7318.676483586856
FI,MM,7318.676483586856
MM,HK,1988.3500893566631
HK,MM,1988.3500893566631
MM,US,13473.350409194214
US,MM,13473.350409194214
MM,MN,12928.56544694598
MN,MM,12928.56544694598
MM,FR,8947.59538875992
FR,MM,8947.59538875992
MM,BN,2468.7899259870383
BN,MM,2468.7899259870383
MM,BR,16622.537008009393
BR,MM,16622.537008009393
MM,SI,8009.736614777621
SI,MM,8009.736614777621
MM,CY,6483.578458999202
CY,MM,6483.578458999202
MM,BS,15318.418998788422
BS,MM,15318.418998788422
MM,BH,7781.952440199318
BH,MM,7781.952440199318
MM,CZ,7893.612602764788
CZ,MM,7893.612602764788
MM,QA,4712.075329044913
QA,MM,4712.075329044913
MM,UA,6754.416380662833
UA,MM,6754.416380662833
MM,HU,7613.458881286278
HU,MM,7613.458881286278
MM,GE,5620.570607066843
GE,MM,5620.570607066843
MM,PT,9931.018155680318
PT,MM,9931.018155680318
MM,VE,16604.53419692691
VE,MM,16604.53419692691
MM,SG,1947.892331278142
SG,MM,1947.892331278142
MM,RU,9046.789852732523
RU,MM,9046.789852732523
MM,DZ,9418.745211459443
DZ,MM,9418.745211459443
MM,AE,4427.2033441806325
AE,MM,4427.2033441806325
MM,CD,8227.528127373706
CD,MM,8227.528127373706
MM,MX,15085.70635595486
MX,MM,15085.70635595486
MM,KG,3377.4363749591976
KG,MM,3377.4363749591976
MM,AU,6262.400988410807
AU,MM,6262.400988410807
MM,UG,7183.034889895084
UG,MM,7183.034889895084
MM,SV,16536.498391871442
SV,MM,16536.498391871442
MM,BE,8643.05292404227
BE,MM,8643.05292404227
MM,IL,13641.06910827915
IL,MM,13641.06910827915
MM,MK,7467.198490281165
MK,MM,7467.198490281165
MM,IN,1903.119049022943
IN,MM,1903.119049022943
MM,MY,13473.350409194214
MY,MM,13473.350409194214
MM,TR,6342.437056442403
TR,MM,6342.437056442403
MM,AZ,5279.737878564926
AZ,MM,5279.737878564926
MM,BG,7152.427435829918
BG,MM,7152.427435829918
MM,CH,8469.696543385273
CH,MM,8469.696543385273
MM,PL,7625.244207910807
PL,MM,7625.244207910807
MM,LU,7371.570245438409
LU,MM,7371.570245438409
MM,PE,18517.98611581739
PE,MM,18517.98611581739
MM,EE,7275.433716929336
EE,MM,7275.433716929336
MM,IR,4487.866727256069
IR,MM,4487.866727256069
MM,RO,7218.337334825819
RO,MM,7218.337334825819
MM,BB,15716.72611557579
BB,MM,15716.72611557579
MM,SM,8194.965441014043
SM,MM,8194.965441014043
MM,LY,7995.718197663848
LY,MM,7995.718197663848
MM,CM,9107.565229305888
CM,MM,9107.565229305888
MM,IT,8199.083308101279
IT,MM,8199.083308101279
MM,GB,9046.789852732523
GB,MM,9046.789852732523
MM,BM,14160.577435531906
BM,MM,14160.577435531906
MM,VG,15537.415606409724
VG,MM,15537.415606409724
MM,ME,15085.70635595486
ME,MM,15085.70635595486
MM,KW,5104.171022315397
KW,MM,5104.171022315397
MM,SY,5942.4108580731445
SY,MM,5942.4108580731445
MM,BZ,16207.74655962484
BZ,MM,16207.74655962484
MM,ET,6230.842312812201
ET,MM,6230.842312812201
MM,KR,3786.984560171871
KR,MM,3786.984560171871
MM,LB,6233.731636195583
LB,MM,6233.731636195583
MM,LT,7332.366253615429
LT,MM,7332.366253615429
MM,OM,4115.802053127295
OM,MM,4115.802053127295
MM,CN,2167.810126483936
CN,MM,2167.810126483936
MM,CO,17360.52826757106
CO,MM,17360.52826757106
MM,DK,8177.919324928506
DK,MM,8177.919324928506
MM,MU,5898.315912892112
MU,MM,5898.315912892112
MM,AL,14414.773431360136
AL,MM,14414.773431360136
MM,XK,7528.455162308382
XK,MM,7528.455162308382
MM,PA,17140.641049718088
PA,MM,17140.641049718088
MM,TH,8195.350670579268
TH,MM,8195.350670579268
MM,LV,7285.068938085906
LV,MM,7285.068938085906
MM,KN,8541.956688897764
KN,MM,8541.956688897764
MM,NZ,10206.514943057397
NZ,MM,10206.514943057397
MM,ZW,8253.81939494183
ZW,MM,8253.81939494183
MM,ER,9407.161936796132
ER,MM,9407.161936796132
MM,RS,7547.510084912491
RS,MM,7547.510084912491
MM,PH,2914.232334521494
PH,MM,2914.232334521494
MM,ZA,9170.621743954474
ZA,MM,9170.621743954474
MM,LC,15754.013231549274
LC,MM,15754.013231549274
MM,ST,8008.86556115743
ST,MM,8008.86556115743
MM,MO,13748.826230544408
MO,MM,13748.826230544408
MM,TT,16012.78374775182
TT,MM,16012.78374775182
MM,GR,7462.553030864643
GR,MM,7462.553030864643
MM,BJ,10100.333192670612
BJ,MM,10100.333192670612
MM,SR,16154.016943255305
SR,MM,16154.016943255305
MM,ID,3241.582086895145
ID,MM,3241.582086895145
MM,AO,8015.200358664381
AO,MM,8015.200358664381
MM,TW,2706.681988812408
TW,MM,2706.681988812408
MM,JP,4751.4975881089695
JP,MM,4751.4975881089695
MM,KH,1035.038380731133
KH,MM,1035.038380731133
MM,MD,13685.98372652075
MD,MM,13685.98372652075
MM,SA,5604.58728997334
SA,MM,5604.58728997334
MM,BY,7056.261149826302
BY,MM,7056.261149826302
MM,SN,11628.981410967106
SN,MM,11628.981410967106
MM,TN,8662.431888817904
TN,MM,8662.431888817904
MM,CW,8814.183609464822
CW,MM,8814.183609464822
MM,CU,15545.10201152165
CU,MM,15545.10201152165
MM,EG,6906.778996755188
EG,MM,6906.778996755188
MM,CR,8362.699035383548
CR,MM,8362.699035383548
MM,ES,9714.982616991116
ES,MM,9714.982616991116
MM,HR,7816.223323157219
HR,MM,7816.223323157219
MM,AT,8015.200358664381
AT,MM,8015.200358664381
MM,NO,8191.158380025135
NO,MM,8191.158380025135
MM,GT,16315.252379014624
GT,MM,16315.252379014624
MM,NI,9275.76384400702
NI,MM,9275.76384400702
MM,KZ,4364.276859995603
KZ,MM,4364.276859995603
MM,AG,15505.791602126374
AG,MM,15505.791602126374
MM,VC,9370.778531904123
VC,MM,9370.778531904123
MM,BA,7781.952440199318
BA,MM,7781.952440199318
MM,PK,2903.4346306943376
PK,MM,2903.4346306943376
MM,EC,18182.8274967588
EC,MM,18182.8274967588
MM,UZ,4065.096475729086
UZ,MM,4065.096475729086
MM,MA,10250.478004327178
MA,MM,10250.478004327178
MM,PR,7966.493951039938
PR,MM,7966.493951039938
MM,DE,8235.442708484281
DE,MM,8235.442708484281
MM,DO,15724.902376811884
DO,MM,15724.902376811884
MM,TG,10255.168184607151
TG,MM,10255.168184607151
MM,PY,17252.754121679623
PY,MM,17252.754121679623
MM,MZ,7804.382082616533
MZ,MM,7804.382082616533
MM,NL,8547.304184501056
NL,MM,8547.304184501056
MM,GY,16320.343980202915
GY,MM,16320.343980202915
MM,JM,16027.49172131933
JM,MM,16027.49172131933
MM,CI,10971.545975095916
CI,MM,10971.545975095916
MM,SE,7896.529967670881
SE,MM,7896.529967670881
MM,RW,7534.63490125447
RW,MM,7534.63490125447
MM,CL,17953.380302288144
CL,MM,17953.380302288144
MM,CG,9015.925980272432
CG,MM,9015.925980272432
MM,BO,18012.393565456307
BO,MM,18012.393565456307
MM,LS,839.7201150530518
LS,MM,839.7201150530518
MM,FJ,9890.996641744214
FJ,MM,9890.996641744214
MM,VN,1402.047715351022
VN,MM,1402.047715351022
MM,AW,8173.761230305868
AW,MM,8173.761230305868
MM,CA,11072.019200812958
CA,MM,11072.019200812958
MM,AR,17283.851554005407
AR,MM,17283.851554005407
MM,UY,16723.651452183633
UY,MM,16723.651452183633
IS,GD,6741.060761214512
GD,IS,6741.060761214512
IS,FI,2110.262626424485
FI,IS,2110.262626424485
IS,HK,9503.870496489291
HK,IS,9503.870496489291
IS,US,5735.679145737031
US,IS,5735.679145737031
IS,MN,4898.081799703164
MN,IS,4898.081799703164
IS,FR,2376.593841117528
FR,IS,2376.593841117528
IS,BN,11400.83621084031
BN,IS,11400.83621084031
IS,BR,8848.893034143215
BR,IS,8848.893034143215
IS,SI,2906.81497819648
SI,IS,2906.81497819648
IS,CY,4741.803650100271
CY,IS,4741.803650100271
IS,BS,6131.17636687359
BS,IS,6131.17636687359
IS,BH,3177.322530672072
BH,IS,3177.322530672072
IS,CZ,2578.5121303710694
CZ,IS,2578.5121303710694
IS,QA,6511.658263801295
QA,IS,6511.658263801295
IS,UA,3322.9685463722244
UA,IS,3322.9685463722244
IS,HU,2990.2855997434785
HU,IS,2990.2855997434785
IS,GE,4613.764143881936
GE,IS,4613.764143881936
IS,PT,2853.3207955370563
PT,IS,2853.3207955370563
IS,VE,7335.975595863081
VE,IS,7335.975595863081
IS,SG,11307.122207987624
SG,IS,11307.122207987624
IS,RU,1407.8662629016314
RU,IS,1407.8662629016314
IS,DZ,4370.960423103112
DZ,IS,4370.960423103112
IS,AE,6772.498498943914
AE,IS,6772.498498943914
IS,CD,8271.394127347456
CD,IS,8271.394127347456
IS,MX,7362.103188713713
MX,IS,7362.103188713713
IS,KG,6043.501401179717
KG,IS,6043.501401179717
IS,AU,15133.089875804286
AU,IS,15133.089875804286
IS,UG,8096.026794805559
UG,IS,8096.026794805559
IS,SV,7723.760847575049
SV,IS,7723.760847575049
IS,BE,2070.044297604215
BE,IS,2070.044297604215
IS,IL,5194.786173809404
IL,IS,5194.786173809404
IS,MK,3605.992929339001
MK,IS,3605.992929339001
IS,IN,8087.719554817257
IN,IS,8087.719554817257
IS,MY,5735.679145737031
MY,IS,5735.679145737031
IS,TR,4442.07196631337
TR,IS,4442.07196631337
IS,AZ,4909.420048734144
AZ,IS,4909.420048734144
IS,BG,3674.8888035427913
BG,IS,3674.8888035427913
IS,CH,2571.007554249979
CH,IS,2571.007554249979
IS,PL,2533.148609858517
PL,IS,2533.148609858517
IS,LU,2812.814358693834
LU,IS,2812.814358693834
IS,PE,9223.679069558952
PE,IS,9223.679069558952
IS,EE,2335.7539872041125
EE,IS,2335.7539872041125
IS,IR,5959.223824998725
IR,IS,5959.223824998725
IS,RO,3327.60758285536
RO,IS,3327.60758285536
IS,BB,6557.204043735892
BB,IS,6557.204043735892
IS,SM,3007.569919666057
SM,IS,3007.569919666057
IS,LY,4949.592453182071
LY,IS,4949.592453182071
IS,CM,7142.343288355135
CM,IS,7142.343288355135
IS,IT,3144.2283531788667
IT,IS,3144.2283531788667
IS,GB,1407.8662629016314
GB,IS,1407.8662629016314
IS,BM,4803.51889141088
BM,IS,4803.51889141088
IS,VG,6201.577786609097
VG,IS,6201.577786609097
IS,ME,7362.103188713713
ME,IS,7362.103188713713
IS,KW,5952.435836575863
KW,IS,5952.435836575863
IS,SY,5042.340476123026
SY,IS,5042.340476123026
IS,BZ,7414.602399370183
BZ,IS,7414.602399370183
IS,ET,7460.764129036812
ET,IS,7460.764129036812
IS,KR,8352.62548033769
KR,IS,8352.62548033769
IS,LB,4970.069495099488
LB,IS,4970.069495099488
IS,LT,2499.0613440839934
LT,IS,2499.0613440839934
IS,OM,7209.292590930597
OM,IS,7209.292590930597
IS,CN,7880.349150009894
CN,IS,7880.349150009894
IS,CO,8006.585411730401
CO,IS,8006.585411730401
IS,DK,1857.9788677918764
DK,IS,1857.9788677918764
IS,MU,11376.629563602331
MU,IS,11376.629563602331
IS,AL,5714.4803284441305
AL,IS,5714.4803284441305
IS,XK,3478.9604984545545
XK,IS,3478.9604984545545
IS,PA,7899.196716914803
PA,IS,7899.196716914803
IS,TH,2294.3612011796813
TH,IS,2294.3612011796813
IS,LV,2437.9378748510303
LV,IS,2437.9378748510303
IS,KN,2109.709509082934
KN,IS,2109.709509082934
IS,NZ,17300.137888767204
NZ,IS,17300.137888767204
IS,ZW,10098.335776970956
ZW,IS,10098.335776970956
IS,ER,1466.3474392920984
ER,IS,1466.3474392920984
IS,RS,3315.8144900786447
RS,IS,3315.8144900786447
IS,PH,10784.085463648214
PH,IS,10784.085463648214
IS,ZA,11044.02730762226
ZA,IS,11044.02730762226
IS,LC,6538.985133775222
LC,IS,6538.985133775222
IS,ST,2486.69114160841
ST,IS,2486.69114160841
IS,MO,5464.579706792998
MO,IS,5464.579706792998
IS,TT,6847.741245508312
TT,IS,6847.741245508312
IS,GR,3870.6857730790352
GR,IS,3870.6857730790352
IS,BJ,6356.469101822543
BJ,IS,6356.469101822543
IS,SR,7390.109630031447
SR,IS,7390.109630031447
IS,ID,12241.242819431733
ID,IS,12241.242819431733
IS,AO,2724.7249452416845
AO,IS,2724.7249452416845
IS,TW,9538.562789205169
TW,IS,9538.562789205169
IS,JP,8573.647921760179
JP,IS,8573.647921760179
IS,KH,10095.232206327944
KH,IS,10095.232206327944
IS,MD,4658.58413178227
MD,IS,4658.58413178227
IS,SA,6072.6341742497
SA,IS,6072.6341742497
IS,BY,2832.438209185819
BY,IS,2832.438209185819
IS,SN,5615.574629440042
SN,IS,5615.574629440042
IS,TN,3927.539573680524
TN,IS,3927.539573680524
IS,CW,3622.911067839498
CW,IS,3622.911067839498
IS,CU,6434.407128029326
CU,IS,6434.407128029326
IS,EG,5438.6595622516525
EG,IS,5438.6595622516525
IS,CR,2791.7523411177326
CR,IS,2791.7523411177326
IS,ES,2981.4570476928834
ES,IS,2981.4570476928834
IS,HR,3034.0376854435103
HR,IS,3034.0376854435103
IS,AT,2724.7249452416845
AT,IS,2724.7249452416845
IS,NO,1463.9863549966246
NO,IS,1463.9863549966246
IS,GT,7611.954708187394
GT,IS,7611.954708187394
IS,NI,1312.3757302848292
NI,IS,1312.3757302848292
IS,KZ,5095.241121781213
KZ,IS,5095.241121781213
IS,AG,6222.547170908629
AG,IS,6222.547170908629
IS,VC,3029.5140828738613
VC,IS,3029.5140828738613
IS,BA,3177.322530672072
BA,IS,3177.322530672072
IS,PK,6962.98173561866
PK,IS,6962.98173561866
IS,EC,8831.918509448724
EC,IS,8831.918509448724
IS,UZ,5579.029410978201
UZ,IS,5579.029410978201
IS,MA,3832.206282230414
MA,IS,3832.206282230414
IS,PR,2509.286824488997
PR,IS,2509.286824488997
IS,DE,2252.6830438475945
DE,IS,2252.6830438475945
IS,DO,6363.966229527313
DO,IS,6363.966229527313
IS,TG,6414.97453447781
TG,IS,6414.97453447781
IS,PY,10373.64652387797
PY,IS,10373.64652387797
IS,MZ,10365.20281521682
MZ,IS,10365.20281521682
IS,NL,1952.248253655581
NL,IS,1952.248253655581
IS,GY,7399.391662499405
GY,IS,7399.391662499405
IS,JM,6762.032388963902
JM,IS,6762.032388963902
IS,CI,6402.099550113217
CI,IS,6402.099550113217
IS,SE,1767.8690813970131
SE,IS,1767.8690813970131
IS,RW,8380.468456135864
RW,IS,8380.468456135864
IS,CL,11667.518510799702
CL,IS,11667.518510799702
IS,CG,7782.852020189857
CG,IS,7782.852020189857
IS,BO,9919.235699248044
BO,IS,9919.235699248044
IS,LS,9365.702713990397
LS,IS,9365.702713990397
IS,FJ,14645.274382037222
FJ,IS,14645.274382037222
IS,VN,10251.741836259733
VN,IS,10251.741836259733
IS,AW,2403.5476421948088
AW,IS,2403.5476421948088
IS,CA,4184.081467060559
CA,IS,4184.081467060559
IS,AR,11805.50953739752
AR,IS,11805.50953739752
IS,UY,11336.711792742251
UY,IS,11336.711792742251
GD,FI,8689.918318823304
FI,GD,8689.918318823304
GD,HK,16163.132728504148
HK,GD,16163.132728504148
GD,US,4881.213736488927
US,GD,4881.213736488927
GD,MN,4868.612937429971
MN,GD,4868.612937429971
GD,FR,7025.226233074581
FR,GD,7025.226233074581
GD,BN,18128.98104122836
BN,GD,18128.98104122836
GD,BR,2656.348715017607
BR,GD,2656.348715017607
GD,SI,7981.461497249649
SI,GD,7981.461497249649
GD,CY,9681.748162552149
CY,GD,9681.748162552149
GD,BS,2215.107724449369
BS,GD,2215.107724449369
GD,BH,8227.39691516178
BH,GD,8227.39691516178
GD,CZ,8066.977410992859
CZ,GD,8066.977410992859
GD,QA,11660.031752865703
QA,GD,11660.031752865703
GD,UA,9205.13231130217
UA,GD,9205.13231130217
GD,HU,8365.935902041309
HU,GD,8365.935902041309
GD,GE,10390.116445197862
GE,GD,10390.116445197862
GD,PT,6088.972578294534
PT,GD,6088.972578294534
GD,VE,666.1721025917219
VE,GD,666.1721025917219
GD,SG,17832.029908358298
SG,GD,17832.029908358298
GD,RU,6908.485142521207
RU,GD,6908.485142521207
GD,DZ,6914.495813930369
DZ,GD,6914.495813930369
GD,AE,11975.333852590282
AE,GD,11975.333852590282
GD,CD,9599.420238193192
CD,GD,9599.420238193192
GD,MX,4441.0472669495575
MX,GD,4441.0472669495575
GD,KG,12582.348556243764
KG,GD,12582.348556243764
GD,AU,17795.52711246274
AU,GD,17795.52711246274
GD,UG,10407.498757652667
UG,GD,10407.498757652667
GD,SV,2957.913812233473
SV,GD,2957.913812233473
GD,BE,7310.581654796448
BE,GD,7310.581654796448
GD,IL,4122.078085617431
IL,GD,4122.078085617431
GD,MK,8580.055364830814
MK,GD,8580.055364830814
GD,IN,14254.457422059017
IN,GD,14254.457422059017
GD,MY,4881.213736488927
MY,GD,4881.213736488927
GD,TR,9734.999901001456
TR,GD,9734.999901001456
GD,AZ,10736.305947683331
AZ,GD,10736.305947683331
GD,BG,8878.269360879207
BG,GD,8878.269360879207
GD,CH,7508.089417782799
CH,GD,7508.089417782799
GD,PL,8326.681752301221
PL,GD,8326.681752301221
GD,LU,8584.35690704866
LU,GD,8584.35690704866
GD,PE,2569.6341180457007
PE,GD,2569.6341180457007
GD,EE,8690.745545844904
EE,GD,8690.745545844904
GD,IR,11637.350419232676
IR,GD,11637.350419232676
GD,RO,8771.3322092017
RO,GD,8771.3322092017
GD,BB,260.6144673528357
BB,GD,260.6144673528357
GD,SM,7816.101095573651
SM,GD,7816.101095573651
GD,LY,8413.921971222679
LY,GD,8413.921971222679
GD,CM,8263.908875667577
CM,GD,8263.908875667577
GD,IT,7829.475696230173
IT,GD,7829.475696230173
GD,GB,6908.485142521207
GB,GD,6908.485142521207
GD,BM,2255.320998687058
BM,GD,2255.320998687058
GD,VG,759.0080930913515
VG,GD,759.0080930913515
GD,ME,4441.0472669495575
ME,GD,4441.0472669495575
GD,KW,11159.032721133886
KW,GD,11159.032721133886
GD,SY,10214.223212396702
SY,GD,10214.223212396702
GD,BZ,2961.367558732424
BZ,GD,2961.367558732424
GD,ET,10886.60339969518
ET,GD,10886.60339969518
GD,KR,14517.272895584058
KR,GD,14517.272895584058
GD,LB,9951.65971867664
LB,GD,9951.65971867664
GD,LT,8619.154204547853
LT,GD,8619.154204547853
GD,OM,12389.242827738612
OM,GD,12389.242827738612
GD,CN,14603.348907227792
CN,GD,14603.348907227792
GD,CO,1521.7953950334097
CO,GD,1521.7953950334097
GD,DK,7774.83958282201
DK,GD,7774.83958282201
GD,MU,13509.917640818529
MU,GD,13509.917640818529
GD,AL,3465.8620126712904
AL,GD,3465.8620126712904
GD,XK,8504.242488167447
XK,GD,8504.242488167447
GD,PA,2164.8706566592828
PA,GD,2164.8706566592828
GD,TH,7759.498014988876
TH,GD,7759.498014988876
GD,LV,8670.994630619669
LV,GD,8670.994630619669
GD,KN,7411.788154175577
KN,GD,7411.788154175577
GD,NZ,13831.286463097473
NZ,GD,13831.286463097473
GD,ZW,10586.159464821174
ZW,GD,10586.159464821174
GD,ER,6545.663589067106
ER,GD,6545.663589067106
GD,RS,8464.020296438315
RS,GD,8464.020296438315
GD,PH,17209.704639378622
PH,GD,17209.704639378622
GD,ZA,10338.385618281523
ZA,GD,10338.385618281523
GD,LC,202.33234614772448
LC,GD,202.33234614772448
GD,ST,7950.167600194508
ST,GD,7950.167600194508
GD,MO,4242.999761029963
MO,GD,4242.999761029963
GD,TT,160.16533361895546
TT,GD,160.16533361895546
GD,GR,8630.169277086841
GR,GD,8630.169277086841
GD,BJ,6983.421273741941
BJ,GD,6983.421273741941
GD,SR,1078.8144322039134
SR,GD,1078.8144322039134
GD,ID,18935.45511096392
ID,GD,18935.45511096392
GD,AO,7959.652467884618
AO,GD,7959.652467884618
GD,TW,15998.990902270874
TW,GD,15998.990902270874
GD,JP,14186.657548737108
JP,GD,14186.657548737108
GD,KH,16810.41445721798
KH,GD,16810.41445721798
GD,MD,3385.4565767521776
MD,GD,3385.4565767521776
GD,SA,10807.258197252204
SA,GD,10807.258197252204
GD,BY,8893.797337009053
BY,GD,8893.797337009053
GD,SN,5116.124538533297
SN,GD,5116.124538533297
GD,TN,7530.519815813187
TN,GD,7530.519815813187
GD,CW,7322.166375893554
CW,GD,7322.166375893554
GD,CU,2357.7495676801404
CU,GD,2357.7495676801404
GD,EG,9520.351888852963
EG,GD,9520.351888852963
GD,CR,7631.616453006262
CR,GD,7631.616453006262
GD,ES,6325.446658377524
ES,GD,6325.446658377524
GD,HR,8178.516120468574
HR,GD,8178.516120468574
GD,AT,7959.652467884618
AT,GD,7959.652467884618
GD,NO,7789.872401184217
NO,GD,7789.872401184217
GD,GT,3118.5959388010374
GT,GD,3118.5959388010374
GD,NI,6682.111154749573
NI,GD,6682.111154749573
GD,KZ,11594.112951810292
KZ,GD,11594.112951810292
GD,AG,563.6285332160776
AG,GD,563.6285332160776
GD,VC,6676.957654004394
VC,GD,6676.957654004394
GD,BA,8227.39691516178
BA,GD,8227.39691516178
GD,PK,13131.364822915031
PK,GD,13131.364822915031
GD,EC,2457.7263178639773
EC,GD,2457.7263178639773
GD,UZ,11890.668129276271
UZ,GD,11890.668129276271
GD,MA,5942.279950773883
MA,GD,5942.279950773883
GD,PR,7992.537657476268
PR,GD,7992.537657476268
